accession,ler_number,docket,report_date,chars,title
ML23129A791,382-2023-002-00,05000382,2023-05-09,15697,"LER 2023-002-00 for Waterford Steam Electric Station, Unit 3, Plant Shutdown Required by Technical Specifications for Unidentified Reactor Coolant System Leakage in Containment"
ML23128A133,298-2023-001-00,05000298,2023-05-08,14647,"LER 2023-001-00 for Cooper Nuclear Station, Valve Test Failures Result in Condition Prohibited by Technical Specifications"
ML23137A275,263-2023-001-00,05000263,2023-05-17,14392,"LER 2023-001-00 for Monticello Nuclear Generating Plant, Main Steam Isolation Valve Leakage Exceeds Technical Specification Requirements Due to Stem Scoring"
ML23122A016,374-2023-003-00,05000374,2023-05-02,10601,"LER 2023-003-00 for LaSalle County Station, Unit 2, Automatic Actuation of Reactor Protection System (RPS) During Restoration from Hydrostatic Test Conditions I"
ML23117A063,440-2023-002-00,05000440,2023-04-26,14658,LER 2023-002-00 for Main Steam Line Leakage Exceeded Technical Specification Limit
ML23121A120,382-2023-001-00,05000382,2023-05-01,14033,"LER 2023-001-00 for Waterford Steam Electric Station, Unit 3, Non-Compliance with Technical Specifications Due to pico-ammeter circuit board fluctuations in Containment High Range Radiation Monitor B"
ML23177A232,352-2023-001-00,05000352,2023-06-26,15783,"LER 2023-001-00 for Limerick Generating Station, Unit 1, Emergency Diesel Generator Lube Oil Pressure Sensing Line Leak Resulting in a Condition Prohibited by Technical Specifications"
ML23341A206,348-2023-003-00,05000348,2023-12-07,10866,"LER 2023-003-00 for Joseph M. Farley Nuclear Plant, Unit 1, Emergency Diesel Generator (EOG) lube oil pwnp outlet coupling leak"
ML24283A102,373-2023-002-01,05000373,2024-10-09,13938,"LER 2023-002-01, LaSalle County Station, Units 1 and 2, Air Circuit Breaker (ACB) Mechanically Operated Contacts (MOC) switch failed to actuate"
ML23109A246,333-2023-001-00,05000333,2023-04-19,13788,"LER 2023-001-00 for James A. FitzPatrick Nuclear Power Plant, Primary Containment Isolation System Isolation due to Initiation of Main Condenser Fire Protection Foam System"
ML23261C399,260-2023-001-01,05000260,2023-09-18,29281,"LER 2023-001-01 for Browns Ferry Nuclear Plant, Unit 2, Pressure Boundary Leak on Recirculation Pump Discharge Isolation Valve Drain Line Due to Fatigue Failure"
ML23107A190,374-2023-001-00,05000374,2023-04-17,13497,"LER 2023-001-00 for LaSalle County Station, Unit 2 - Standby Liquid Control Valve Inoperable due to Failed Motor Starter Contactor"
ML23104A162,313-2023-001-00,05000313,2023-04-14,13392,"LER 2023-001-00 for Arkansas Nuclear One, Unit 1, Automatic Reactor Trip due to Reactor Protection System Actuation"
ML23256A200,458-2023-002-01,05000458,2023-09-13,15833,"LER 2023-002-01 for River Bend Station, Unit 1, Division I and II Diesel Generators Inoperable due to Exceeding Load Sequence Times"
ML23095A088,366-2023-001-00,05000366,2023-04-05,10016,"LER 2023-001-00 for Edwin I. Hatch Nuclear Plant, Primary Containment Penetration Exceeded Maximum Allowable Primary Containment Leakage Rate (La)"
ML23089A356,348-2023-001-00,05000348,2023-03-30,10305,"LER 2023-001-00 for Joseph M. Farley Nuclear Plant, Unit 1, Automatic Reactor Trip due to DC Ground on Turbine Trip Solenoid"
ML23094A112,461-2023-001-00,05000461,2023-03-31,12648,"LER 2023-001-00 for Clinton Power Station, Unit 1, Grid Fault Results in Switchyard Breaker Trips and Reactor Scram"
ML23164A134,259-2023-001-01,05000259,2023-06-13,22684,"LER 2023-001-01 for Browns Ferry Nuclear Plant, Unit 1, High Pressure Coolant Injection System Inoperable Due to a Torn Valve Diaphragm"
ML24029A241,259-2023-003-00,05000259,2024-01-29,24704,"LER 2023-003-00 for Browns Ferry Nuclear Plant, Unit 1, Standby Liquid Control Inoperable due to Demineralized Water In-Leakage"
ML23073A380,25-2023-001-00,05200025,2023-03-14,8826,"LER 2023-001-00 for Vogtle Electric Generating Plant (VEGP), Unit 3, Manual Actuation of Reactor Protection System During Mode 3 Due to an Inadequate Procedure Step"
ML23068A470,287-2023-001-00,05000287,2023-03-09,15074,"LER 2023-001-00 for Oconee Nuclear Station, Unit 3, Condition Prohibited by Technical Specifications due to Isolation Valve Exceeding Inservice Testing Leakage Requirements"
ML23053A083,440-2023-001-00,05000440,2023-02-22,13005,"LER 2023-001-00 for Perry Nuclear Power Plant, Manual ECCS Actuation Following Automatic Reactor Trip"
ML23058A432,424-2023-001-00,05000424,2023-02-27,9012,"LER 2023-001-00 for Vogtle Electric Generating Plant Units 1 and 2, Partial Loss of Offsite Power Results in Emergency Diesel Generator and Auxiliary Feedwater Actuation"
ML23052A211,311-22-001-00,05000311,2023-02-21,12117,"LER 2022-001-00 for Salem Generating Station, Unit 2, Invalid Safety Injection and Valid Reactor Trip Due to Inaccurate Steam Generator Pressure Indications"
ML23051A019,346-2022-002-00,05000346,2023-02-20,18795,"LER 2022-002-00 for Davis-Besse Nuclear Power Station, Unit 1, Strong Winds Result in Ultimate Heat Sink Low Water Level"
ML23047A547,416-2022-003-00,05000416,2023-02-16,13056,"LER 2022-003-00 for Grand Gulf Nuclear Station, Unit 1, Manual Reactor SCRAM due to trip of the A Reactor Feedwater Pump"
ML23132A132,298-2022-004-001,05000298,2023-05-11,17388,"LER 2022-004-001 for Cooper Nuclear Station, Manual Reactor Scram and Group I Isolation due to Main Turbine Bypass Valve Failing Open"
ML24185A151,259-2024-001-01,05000259,2024-07-03,26065,"LER 2024-001-01 for Browns Ferry Nuclear Plant, Units 1, 2 and 3, Inoperability of Unit 3 Diesel Generator due to Relay Failure"
ML23037A992,259-2022-003-00,05000259,2023-02-06,22563,"LER 2022-003-00 for Browns Ferry Nuclear Plant, Unit 1, Main Steam Relief Valves Lift Settings Outside of Technical Specifications Required Setpoints"
ML23212B015,296-2022-003-01,05000296,2023-07-31,29755,"LER 2022-003-01 for Browns Ferry Nuclear Plant, Unit 3, Pressure Boundary Leak on Residual Heat Removal System Low Pressure Coolant Injection Test Line due to Fatigue Failure"
ML23012A325,269-22-002-00,05000269,2023-01-12,18121,"LER 22-002-00 for Reactor Coolant Oconee Nuclear Station, Unit 1, System Pressure Boundary Leak on Reactor Coolant Pump Lower Bearing Thermowell"
ML23011A111,298-2022-003-00,05000298,2023-01-11,16096,"LER 2022-003-00 for Cooper Nuclear Station, Actuation of Reactor Protection System Initiates a Full Reactor Scram"
ML23004A205,316-2022-001-00,05000316,2023-01-04,15621,"LER 2022-001-00 for Donald C. Cook Nuclear Plant, Unit 2, Automatic Reactor Trip Due to Steam Generator High-High Level"
ML22364A273,265-022-003-00,05000265,2022-12-30,15531,"LER 022-003-00 for Quad Cities Nuclear Power Station, Unit 2, Manual Scram Due to Feedwater Regulator Valve Failure Increasing Reactor Water Level"
ML22362A015,373-2022-004-00,05000373,2022-12-28,14907,"LER 2022-004-00 for LaSalle County Station, Units 1 and 2, Both Trains of Main Control Room and Auxiliary Electric Room HVAC Declared Inoperable due to Compressor Trips."
ML24312A416,269-2022-001-01,05000269,2024-11-07,1704,"LER 2022-001-01 for Oconee Nuclear Station, Unit 1, Ultrasonic Examination Indication Identifies Degraded Reactor Coolant System Pressure Boundary"
ML23026A333,400-2022-007-01,05000400,2023-01-26,14326,"LER 2022-007-01 for Shearon Harris Nuclear Power Plant, Unit 1, Automatic Reactor Trip due to Loss of Power from the 'A' Auxiliary Bus"
ML22353A591,400-2022-008-00,05000400,2022-12-19,12363,"LER 2022-008-00 for Shearon Harris Nuclear Power Plant, Unit 1, Automatic Actuation of Auxiliary Feedwater System"
ML23018A201,354-22-002-00,05000354,2023-01-18,14877,"LER 2022-002-00 for Hope Creek Generating Station, Inoperable Isolation Actuation Instrumentation Caused by Failure to Remove Electrical Jumper"
ML23192A759,400-2022-006-02,05000400,2023-07-11,20485,"LER 2022-006-02 for Shearon Harris Nuclear Power Plant, Unit 1, Auxiliary Feedwater Pump Inoperability"
ML23194A172,483-2022-003-01,05000483,2023-07-13,20093,"LER 2022-003-01 for Callaway Plant Unit 1, Class 1E Electrical Air Conditioning System Thermal Expansion Valve Failure Resulted in Condition Prohibited by Technical Specifications"
ML22353A609,25-2022-003-00,05200025,2022-12-19,9495,"LER 2022-003-00 for Vogtle Electric Generating Plant (VEGP), Unit 3, Unborated Water Flowpath not Secured per Technical Specification 3.9.2 Due to Inadequate Procedure Change"
ML22357A036,414-2022-003-00,05000414,2022-12-23,18623,"LER 2022-003-00 for Catawba Nuclear Station, Unit 2, Manual Reactor Trip and Auxiliary Feedwater System Actuation"
ML23034A235,25-22-002-01,05200025,2023-02-03,11956,"LER 22-002-01 for Vogtle Electric Generating Plant (VEGP), Unit 3, Automatic Depressurization System Stage 4 Flow Paths Inoperable During Mode 6 with Upper Internals in Place Due to Inadequate Work Processes"
ML22355A081,323-2022-001-00,05000323,2022-12-21,13190,"LER 2022-001-00 for Diablo Canyon Power Plant, Unit 2, Reactor Coolant System Pressure Boundary Degradation"
ML23180A170,298-2022-002-01,05000298,2023-06-29,16825,"LER 2022-002-01 for Cooper Nuclear Station, Manual Core Spray Injection to Restore Skimmer Surge Tank Level"
ML22349A023,327-2022-002-00,05000327,2022-12-15,22590,"LER 2022-002-00 for Sequoyah Nuclear Plant, Unit 1, Turbine Trip Function Inoperable Due to Slow to Close Turbine Throttle Valve"
ML22353A082,387-2022-003-00,05000387,2022-12-19,13130,"LER 2022-003-00 for Susquehanna Steam Electric Station, Inoperable 13.8kV Startup Transformer due to Misaligned Load Tap Charger Local/Remote Control Switch"
ML22353A290,416-2022-002-00,05000416,2022-12-19,15403,"LER 2022-002-00 for Grand Gulf Nuclear Station, Unit 1, Loss of Secondary Containment during Standby Gas Treatment System Testing due to Boundary Leakage"
ML22353A631,296-2022-002-00,05000296,2022-12-19,27480,"LER 2022-002-00 for Browns Ferry Nuclear Plant, Unit 3, Both Standby Liquid Control Subsystems Inoperable Due to an Insufficient Boron Injection Rate"
ML22349A084,277-2022-002-00,05000277,2022-12-15,19844,LER 2022-002-00 for Peach Bottom Atomic Power Station (PBAPS) Unit 2 Automatic Depressurization System Safety Relief Valve Actuator Diaphragm Degraded
ML22340A427,414-2022-002-00,05000414,2022-12-06,14146,"LER 2022-002-00 for Catawba Nuclear Station, Unit 2, Indications Identified During Reactor Vessel Head Penetration Embedded Flaw Repair Surface Examination"
ML22347A286,352-2022-001-00,05000352,2022-12-13,13010,"LER 2022-001-00 for Limerick Generating Station, Unit 1 regarding HPCI Inoperable Due to Inadvertent Isolation Signal"
ML22339A029,440-22-002-00,05000440,2022-12-05,13246,"LER 22-002-00 for Perry Nuclear Power Plant, Steam Bypass Valve Demand Limited on the 'B' Train due to a Degraded Signal in the Max Combined Flow Limit Circuit"
ML22334A008,456-2022-001-00,05000456,2022-11-30,12157,"LER 2022-001-00 for Braidwood Station, Unit 1, Liquid Penetrant Indications in Control Rod Drive Mechanism Nozzle Seal Weld Repair due to Subsurface Weld Defects Opening Up from Thermal and Pressure Stresses during Operation"
ML22336A125,25-2022-001-00,05200025,2022-12-02,10021,"LER 2022-001-00 for Vogtle Electric Generating Plant (VEGP), Unit 3, Automatic Reactor Trip Signal due to Inadequate Procedure Guidance Causing Incorrect Opening of Division B DC Supply Breaker"
ML23301A009,423-2022-003-00,05000423,2023-10-28,18992,LER 2022-003-00 for Millstone Power Station Unit 3 re Gas Void in the Emergency Core Cooling System Resulted In a Condition Prohibited By Technical Specifications
ML23251A149,333--2022-003-02,05000333,2023-09-08,16309,"LER-2022-003-02 for James A. FitzPatrick Nuclear Power Plant, Safety Relief Valves Lift Setpoint Found Out of Tolerance Low"
ML23031A225,333-2022-002-01,05000333,2023-01-31,16569,"LER 2022-002-01 for James A. FitzPatrick Nuclear Power Plant, Mode Switch Failed to Bypass Low Main Steam Line in Mode 2 Resulting in MSIV and RPS System Actuation"
ML23167A076,374-2022-003-02,05000374,2023-06-16,13567,"LER 2022-003-02 for LaSalle County Station, Unit 2, Manual Scram due to lsophase Bus Duct Fire Followed by 2A RPS Normal Power Supply Trip"
ML22327A176,388-2022-001-00,05000388,2022-11-23,13807,"LER 2022-001-00 for Susquehanna Steam Electric Station, Unit 2 re Inadequate Performance of Loss of Safety Determination Resulting in Both Divisions of Core Spray Being Inoperable"
ML22325A332,318-2022-003-00,05000318,2022-11-21,20358,"LER 2022-003-00 for Calvert Cliffs Nuclear Power Plant, Unit No. 2, Pressurizer Safety Valve As-Found Settings (Low) Outside Technical Specification Limits Due to Setpoint Drift"
ML23319A436,458-2022-004-01,05000458,2023-11-15,13850,"LER 2022-004-01 for River Bend Station, Unit 1, High Pressure Core Spray Inoperable due to Transformer Failure"
ML22316A021,280-2022-003-00,05000280,2022-11-11,21312,"LER 2022-003-00 for Surry Power Station Unit 1, Loss of Emergency Switchgear Room Cooling Due to Use of Incorrect Air Handler Fan V-Belts"
ML22316A019,318-2022-002-00,05000318,2022-11-11,19122,"LER 2022-002-00 for Calvert Cliffs Nuclear Power Plant, Unit 2, Unplanned Safety Injection Actuation Signal due to Human Error"
ML22311A471,382-2022-006-00,05000382,2022-11-07,18670,"LER 2022-006-00 for Waterford Steam Electric Station, Unit 3, Non-Compliance with Technical Specifications Due to Incorrect Conversion Factors in Plant Stack and Fuel Handling Building Radiation Monitors"
ML22307A292,445-2022-001-00,05000445,2022-11-03,16950,"LER 2022-001-00 for Comanche Peak Nuclear Power Plant (CPNPP), Reactor Trip Due To Turbine Trip Greater Than 50% Power"
ML22362A073,410-2022-002-01,05000410,2022-12-20,16360,"LER 2022-002-01 for Nine Mile Point Unit 2, Reactor Protection System Actuation While Shutdown"
ML22301A127,335-2022-003-00,05000335,2022-10-28,10286,"LER 2022-003-00 for St. Lucie Unit 1, Manual Reactor Trip Due to Loss of Feedwater Pump"
ML22301A124,335-2022-002-00,05000335,2022-10-28,8322,"LER 2022-002-00 for St. Lucie, Unit 1, Condition Prohibited by Technical Specifications"
ML23053A162,315-2022-003-01,05000315,2023-02-22,14095,"LER 2022-003-01 for Donald C. Cook Nuclear Plant Unit 1, Automatic Trip on Losss of Flow Due to Reactor Coolant Pump Trip"
ML22332A494,400-2022-005-01,05000400,2022-11-28,12555,"LER 2022-005-01 for Shearon Harris Nuclear Power Plant, Unit 1, Manual Reactor Trip due to B Condensate Pump Motor Failure"
ML24064A255,298-2024-002-00,05000298,2024-03-04,17411,"LER 2024-002-00 for Cooper Nuclear Station, Technical Specifications Prohibited Condition for Inoperable Service Water Booster Pump"
ML22290A172,282-2022-001-00,05000282,2022-10-17,13658,"LER 2022-001-00 for Prairie Island Nuclear Generating Plant, Units 1 and 2, Fuel Assemblies incorrectly placed in Spent Fuel Pool"
ML22285A000,528-2022-001-00,05000528,2022-10-11,23512,"LER 2022-001-00 for Palo Verde Nuclear Generating Station (PVNGS), Units 1 and 3, Emergency Diesel Generator Actuation on Loss of Offsite Power to Class 4.16 kV Buses"
ML22273A139,348-2022-001-00,05000348,2022-09-30,10715,"LER 2022-001-00 for Joseph M. Farley Nuclear Plant, Unit 1, Outdated Relay Settings Resulted in an Automatic Reactor Trip After a Floor Tile was Dropped in High Voltage Switch House"
ML22304A225,237-2022-002-01,05000237,2022-10-28,15956,"LER 2022-002-01 for Dresden Nuclear Power Station, Units 2 and 3, Ultimate Heat Sink Declared Inoperable due to River Grass Accumulation"
ML22263A429,280-2022-002-00,05000280,2022-09-19,16333,"LER 2022-002-00 for Surry Power Station, Units 1 and 2, Failure of Unit 1 Emergency Diesel Generator Results in an Operation or Condition Prohibited by Technical Specifications"
ML22258A065,327-2022-001-00,05000327,2022-09-15,22145,"LER 2022-001-00 for Sequoyah Nuclear Plant, Unit 1 regarding Failure of 1B-B Centrifugal Charging Pump Results in Condition Prohibited by Technical Specifications"
ML22263A029,315-2022-002-00,05000315,2022-09-20,14930,"LER 2022-002-00 for Donald C. Cook Nuclear Plant, Unit 1, Ice Condenser Door Inoperable Resulting in a Condition Prohibited by Technical Specifications"
ML22257A207,482-2022-001-00,05000482,2022-09-14,17468,"LER 2022-001-00 for Wolf Creek Generating Station, Low Steam  Generator Level due to Main Feedwater Valve Failure Caused Reactor  Trip"
ML22255A164,325-2022-001-00,05000325,2022-09-12,13971,"LER 2022-001-00 for Brunswick Steam Electric Plant, Unit 1, High Pressure Coolant Injection (HPCI) Inoperable"
ML22251A354,412-2022-001-00,05000412,2022-09-08,14399,"LER 2022-001-00 for Beaver Valley Power Station, Unit 2, Operation or Condition Prohibited by Technical Specification and Loss of Safety Function due to Emergency Diesel Generator Fuel Oil Intrusion into Lube Oil"
ML22304A228,237-2022-001-01,05000237,2022-10-28,12181,"LER 2022-001-01 for Dresden Nuclear Power Station, Unit 2, Reactor Scram due to Turbine Trip on High Reactor Water Level caused by Feedwater Regulating Valve Failure"
ML23285A192,259-2022-002-01,05000259,2023-10-12,33742,"LER 2022-002-01 for Browns Ferry Nuclear Plant, Unit 1, High Pressure Coolant Injection System Declared Inoperable Due to a Corroded Actuator"
ML22252A138,454-2022-001-00,05000454,2022-09-09,12829,"LER 2022-001-00 for Byron Station, Units 1 and 2, OB Control Room Ventilation Supply Fan Failed to Start due to Erroneous Position Indication from the Closed Limit Switch for Charcoal Deluge Valve Interlock"
ML22244A134,254-2022-003-00,05000254,2022-09-01,20807,"LER 2022-003-00 for Quad Cities Nuclear Power Station, Unit 1 and 2, Both Trains of Standby Gas Treatment Inoperable due to Blockage in the Common Discharge Line"
ML22244A135,265-2022-002-00,05000265,2022-09-01,15478,"LER 2022-002-00 for Quad Cities Nuclear Power Station, Unit 2, Manual Scram Due To Feedwater Regulator Valve Failure Decreasing Reactor Water Level"
ML22244A098,458-2022-003-00,05000458,2022-09-01,15522,"LER 2022-003-00 for River Bend Station, Unit 1, Division 1 Standby Diesel Generator Speed Sensor Power Supply Failure"
ML22241A113,416-2022-001-00,05000416,2022-08-29,12384,"LER 2022-001-00 For Grand Gulf Nuclear Station, Unit 1, Manual Reactor Trip Due To The Loss Of Balance Of Plant Transformer 23"
ML22304A009,341-2022-004-00,05000341,2022-10-31,16927,"LER 2022-004-00 for Fermi 2 Power Plant, Containment Isolation Valve Actuator Found Disconnected from its Bonnet Resulting in Condition Prohibited by Technical Specifications"
ML22235A106,341-2022-003-00,05000341,2022-08-23,17168,"LER 2022-003-00 for Fermi 2 Power Plant, Turbine Trip and Subsequent Reactor Trip Due to Mayflies"
ML22361A050,382-2022-005-00,05000382,2022-08-23,13557,"LER 2022-005-00 for Waterford Steam Electric Station, Unit 3, Engineered Safety Features Actuation System Relay Failure Results in Reactor Trip and Emergency Feedwater Actuation"
ML22229A090,440-2022-001,05000440,2022-08-17,11236,"LER 2022-001-00 for Perry Nuclear Power Plant, Low Pressure Core Spray Inoperable due to Loss of Minimum Flow Valve"
ML22230C557,369-2022-001-00,05000369,2022-08-18,17582,"LER 2022-001-00 for McGuire Nuclear Station, Units 1 and 2, Both Control Room Area Chilled Water System Trains Inoperable Due to Human Error"
ML22230C934,483-2022-002-00,05000483,2022-08-18,16456,"LER 2022-002-00 for Callaway Plant, Unit 1, Containment Spray and Cooling Systems, and a condition which could have prevented fulfillment of the safety function of the Containment Spray System"
ML22222A122,334-2022-001-00,05000334,2022-08-10,15780,"LER 2022-001-00 for Beaver Valley Power Station, Unit 1, Manual Reactor Trip and Auxiliary Feedwater Actuation due to Heater Drain System Valve Failure"
ML22202A055,315-2022-001-00,05000315,2022-07-21,15735,"LER 2022-001-00 for Donald C. Cook Nuclear Plant, Unit 1, Manual Reactor Trio Following Manual Turbine Trio due to High Vibrations on Main Turbine"
ML22201A521,298-2022-001-00,05000298,2022-07-20,17347,"LER 2022-001-00 for Cooper, Secondary Containment Differential Pressure Perturbation Exceeds Technical Specifications Limit"
ML22339A095,387-2022-002-01,05000387,2022-12-05,12189,"LER 2022-002-01 for Susquehanna Steam Electric Station, Unit 1, Automatic Reactor Scram Due to Reactor Protection System Actuation on High Reactor Vessel Pressure Signal Following Inadvertent Closure of Inboard Main Steam Isolation Valve"
ML22362A013,373-2022-003-02,05000373,2022-12-28,15469,"LER 2022-003-02 for LaSalle County Station, Units 1 and 2, Supplement to Main Control Room and Auxiliary Electric Room HVAC Declared Inoperable Due to Multiple Component Failures"
ML22196A020,277-2022-001-00,05000277,2022-07-15,14306,"LER 2022-001-00 for Peach Bottom Atomic Power Station (PBAPS) Unit 2, Automatic Reactor Scram due to Loss of Power to Both RPS Buses"
ML22189A111,263-2022-001-00,05000263,2022-07-07,13221,"LER 2022-001-00 for Monticello Nuclear Generating Plant, Loss of Control Room Envelope Operability"
ML22187A109,341-2022-002-00,05000341,2022-07-06,16099,"LER 2022-002-00 for Fermi 2 Power Plant, Unexpected High Pressure Coolant Injection Turbine Trip"
ML22189A029,254-2022-002-00,05000254,2022-07-08,18648,"LER 2022-002-00 - Quad Cities Nuclear Power Station, Unit 1, Low Pressure Coolant Injection Manually Isolated Due To Valve Test Equipment Issue"
ML22192A036,296-2022-001-00,05000296,2022-07-11,24482,"LER 2022-001-00 for Browns Ferry Nuclear Plant, Unit 3, Main Steam Relief Valves Lift Settings Outside of Technical Specifications Required Setpoints"
ML22182A501,287-2022-002-00,05000287,2022-07-01,18942,"LER 2022-002-00 for Oconee Nuclear Station, Unit 3, Automatic Actuation of Emergency Feedwater System due to Malfunctioning Startup Feedwater Control Valve"
ML22182A500,529-2022-001-00,05000529,2022-07-01,25812,"LER 2022-001-00 for Palo Verde Nuclear Generating Station (PVNGS), Units 2 and 3, Emergency Diesel Generator Actuation on Loss of Offsite Power to Class 4.16 kV Buses"
ML22175A161,424-2022-001-00,05000424,2022-06-24,8423,"LER 2022-001-00 for Vogtle Electric Generating Plant, Unit 1, Manual Reactor Trip Due to Loss of a Main Feed Pump"
ML22181A122,400-2022-004-00,05000400,2022-06-30,20991,"LER 2022-004-00 for Shearon Harris Nuclear Power Plant, Unit 1, Both Trains of High Head Safety Injection Inoperable"
ML22179A366,333-2022-001-00,05000333,2022-06-28,13094,"LER 2022-001-00 for James A. FitzPatrick Nuclear Power Plant, Exhaust Drain Pot Line Filled with Water up to HPCI Turbine due to Relay Failure"
ML22179A261,400-2022-003-00,05000400,2022-06-28,16624,"LER 2022-003-00 for Shearon Harris Nuclear Power Plant, Unit 1, Manual Reactor Trip due to Degrading Condenser Vacuum"
ML22174A429,382-2022-004-00,05000382,2022-06-23,23268,"LER 2022-004-00 for Waterford Steam Electric Station, Unit 3 regarding Operation Prohibited by Technical Specifications Due to Inadequate Radiation Monitor Calibration Procedures"
ML22173A172,414-2022-001-00,05000414,2022-06-22,16996,"LER 2022-001-00 for Catawba Nuclear Station, Unit 2, Manual Reactor Trip and Auxiliary Feedwater Start due to Misaligned Control Rods"
ML23243A934,455-2022-001-01,05000455,2023-08-31,16285,"LER 2022-001-01 for Byron Station, Unit 2, Volumetric Examinations of Reactor Pressure Vessel Head Core Exit Thermocouple Penetration P-75 Identified an Indication Attributed to Primary Water Stress Corrosion Cracking."
ML22270A020,338-2022-001-01,05000338,2022-09-06,12803,"LER 2022-001-01 for North Anna Power Station Unit 1, Automatic Reactor Trip During Control Rod Operability Testing"
ML22164B005,382-2022-003-00,05000382,2022-06-13,19005,"LER 2022-003-00 for Waterford Steam Electric Station, Unit 3, Operation Prohibited by Technical Specifications Due to Radiation Monitor Calibration Error"
ML22160A397,458-2022-02-00,05000458,2022-06-09,13301,"LER 2022-02-00 for River Bend Station, Unit 1, Condition Prohibited by Technical Specifications due to Reactor Scram and Turbine Trip Level 8 Trip Setpoint Deviation"
ML22159A196,410-2022-001-00,05000410,2022-06-03,18195,LER 2022-001-00 for Nine Mile Point Unit 2 Regarding Automatic Reactor Scram due to Low Reactor Water Level During Maintenance
ML22151A121,423-2022-002-00,05000423,2022-05-31,17361,"LER 2022-002-00 for Millstone Power Station, Unit 3, Two Main Steam Safety Valves Installed in Wring Location Resulting in Failure to Lift within the Technical Specification Acceptance Criteria"
ML22228A152,346-2022-001-00,05000346,2022-08-16,23124,"LER 2022-001-00 for Davis-Besse Nuclear Power Station, Unit 1, Plant Heatup with Inoperable Decay Heat Pump due to Oil Leak Induced by Constant Level Oiler"
ML22222A010,387-2022-001-01,05000387,2022-08-10,11480,LER 2022-001-01 from Susquehanna Steam Electric Station Unit 1 - Main Steam Line Isolation Valve Leakage due to Seating Surfaces Wear and Material Deposits
ML24239A788,416-2024-003-00,05000416,2024-08-26,10434,"LER 2024-003-00 for Grand Gulf Nuclear Station, Unit 1, Feedwater Inlet Check Valve Incorrectly Determined Operable"
ML22138A355,280-2022-001-00,05000280,2022-05-18,16911,"LER 2022-001-00 for Surry Power Station, Unit 1 and Unit 2, Failure of Two Intake Canal Level Probes Due to Biofouling"
ML22140A128,265-2022-001-00,05000265,2022-05-20,17407,"LER 2022-001-00 for Quad Cities Nuclear Power Station, Unit 2, Electromatic Relief Valve 3B Did Not Actuate Due to Incorrectly Oriented Plunger Well Plastic Guides"
ML22137A035,458-2022-01-00,05000458,2022-05-17,9231,"LER 2022-01-00 for River Bend Station, Unit 1, Condition Prohibited by Technical Specifications due to Residual Heat Removal B Pump Motor Bearing Oil Leak"
ML22133A248,382-2022-002-00,05000382,2022-05-13,18215,"LER 2022-002-00 for Waterford Steam Electric Station, Unit 3, Operation Prohibited by Technical Specifications Due to Personnel Error"
ML22111A361,270-2022-003-00,05000270,2022-04-21,16791,"LER 2022-003-00 for Oconee Nuclear Station, Unit 2, Manual Reactor Trip due to Main Feedwater Control Valve Positioner Malfunction"
ML22109A027,370-2022-01-00,05000370,2022-04-19,22700,"LER 2022-01-00 for McGuire Nuclear Station, Unit 2, Valid Actuation of the Unit 2 Reactor Protection System and Auxiliary Feedwater System"
ML22104A257,270-2022-002-00,05000270,2022-04-14,17181,LER 2022-002-00 for Oconee Nuclear Station Unit 2 Regarding Automatic Actuation of Emergency Feedwater System due to Main Feedwater Pump Malfunction
ML22342B247,395-2022-002-01,05000395,2022-12-08,11133,"LER 2022-002-01 for Virgil C. Summer, Unit 1, Condition Prohibited by Technical Specifications:  Inoperable 'B' Emergency Diesel Generator"
ML22096A333,270-2022-001-00,05000270,2022-04-06,18294,LER 2022-001-00 for Oconee Nuclear Station Unit 2 regarding Automatic Reactor Trip Due to Loss of Power to Reactor Coolant Pumps
ML22094A155,341-2022-001-00,05000341,2022-04-04,13214,"LER 2022-001-00 for Fermi 2 Power Plant, Reactor Scram on Low Reactor Pressure Vessel Level"
ML22147A131,373-2022-001-00,05000373,2022-05-27,16776,"LER 2022-001-00 for LaSalle County Station, Unit 1, Turbine Stop Valve Limit Switch Failure due to Lubricant Degradation"
ML22087A512,287-2022-001-00,05000287,2022-03-28,18567,"LER 2022-001-00 for Oconee Nuclear Station, Unit 3, Response Actions Resulted in Brief Inoperability of Both Onsite and Offsite Emergency AC Power Paths"
ML22088A024,423-2022-001-00,05000423,2022-03-24,20115,"LER 2022-001-00 for Millstone, Unit 3, Emergency Core Cooling and Reactor Plant Component Cooling Water Systems Inoperable for Time Greater Than Allowed by Technical Specifications"
ML22081A025,336-2022-001-00,05000336,2022-03-18,14095,"LER 2022-001-00 for Millstone, Unit 2, Structural Integrity Of Reactor Building Component Cooling Water Cracked Threaded Fitting Could Not Be Established Resulting In System Inoperable Longer Than Allowed By Technical Specifications"
ML22077A378,354-2022-001-00,05000354,2022-03-18,11420,"LER 2022-001-00 for Hope Creek Generating Station, B EDG Inoperable Resulting in a Condition Prohibited by Technical Specifications"
ML23053A354,382-2022-001-02,05000382,2023-02-22,27858,"LER 2022-001-02 for Waterford Steam Electric Station, Unit 3, Non-Compliance with Technical Specifications Due to Incorrect Procedural Guidance for Radiation Monitors"
ML22151A327,259-2022-001-01,05000259,2022-05-31,24422,"LER 2022-001-01 for Browns Ferry Nuclear Plant Unit 1, Pressure Boundary Leak on Residual Heat Removal System Low Pressure Coolant Injection Test Line"
